sample_id,nearest_neighbor_rmsd_A,3.8A_hamiltonian_rmsd_A,fiedler_edgece_rmsd_A,fiedler_edgece_mse_rmsd_A,rmsd_decoder_permce_rmsd_A
180,9.999999747378752e-05,9.999999747378752e-05,0.0028516757301986217,0.0028516757301986217,1.7658895254135132
181,38.666751861572266,37.63803482055664,32.54384231567383,29.482528686523438,35.76210021972656
182,12.987385749816895,9.999999747378752e-05,0.003051755717024207,0.0030516821425408125,1.5970385074615479
183,9.999999747378752e-05,9.999999747378752e-05,0.0030937131959944963,0.0030937131959944963,1.410200595855713
184,18.153575897216797,18.153575897216797,13.954154968261719,14.018758773803711,18.6494140625
185,23.97028350830078,22.223140716552734,40.80313491821289,23.177417755126953,10.844161033630371
186,9.999999747378752e-05,9.999999747378752e-05,16.351343154907227,16.35100746154785,1.8932929039001465
187,18.18877601623535,9.999999747378752e-05,0.003994650673121214,0.003994641359895468,7.944717884063721
188,9.999999747378752e-05,9.999999747378752e-05,0.003315103705972433,0.003315103705972433,1.8777512311935425
189,16.106216430664062,9.999999747378752e-05,0.00290278228931129,0.002903228858485818,2.002040386199951
190,9.999999747378752e-05,10.279727935791016,0.0035691028460860252,0.003569135209545493,2.8596346378326416
191,9.999999747378752e-05,9.999999747378752e-05,0.0029476163908839226,0.0029476163908839226,1.594730257987976
192,9.999999747378752e-05,9.999999747378752e-05,0.0031300464179366827,0.0031300783157348633,1.8811577558517456
193,13.44936752319336,13.44936752319336,22.95206642150879,13.449366569519043,13.567694664001465
194,9.999999747378752e-05,9.999999747378752e-05,0.0036429676692932844,0.0036429676692932844,2.171199083328247
195,9.999999747378752e-05,9.999999747378752e-05,0.003342192154377699,0.003342192154377699,2.941854953765869
196,11.616851806640625,9.999999747378752e-05,0.0029575673397630453,0.0029575673397630453,1.174633264541626
197,9.999999747378752e-05,9.999999747378752e-05,20.21234703063965,0.003674725303426385,2.0897445678710938
198,9.999999747378752e-05,9.999999747378752e-05,22.89634132385254,24.19993782043457,4.116947174072266
199,9.999999747378752e-05,9.999999747378752e-05,0.0036705771926790476,0.003670408157631755,3.093311309814453
200,9.999999747378752e-05,9.999999747378752e-05,0.0033627827651798725,0.0033624032512307167,2.3632190227508545
201,9.999999747378752e-05,9.999999747378752e-05,0.003121107816696167,0.003121107816696167,1.9915821552276611
202,19.26953887939453,9.999999747378752e-05,0.004392508417367935,0.004392400849610567,4.90462589263916
203,9.999999747378752e-05,9.999999747378752e-05,0.0124661298468709,0.003256844123825431,2.873173952102661
204,9.999999747378752e-05,9.999999747378752e-05,1.0538617372512817,15.386089324951172,7.412014007568359
205,9.999999747378752e-05,9.999999747378752e-05,0.003527052002027631,0.003527052002027631,1.9238442182540894
206,9.999999747378752e-05,9.999999747378752e-05,0.0032679655123502016,0.0032679655123502016,1.5434569120407104
207,9.98997974395752,18.191633224487305,82.44319152832031,0.013718775473535061,21.54334259033203
208,9.999999747378752e-05,9.999999747378752e-05,0.003153180005028844,0.003153180005028844,0.42335259914398193
209,9.999999747378752e-05,9.999999747378752e-05,0.003058153437450528,0.003058153437450528,2.3686695098876953
210,9.999999747378752e-05,9.999999747378752e-05,0.003466798923909664,0.003466798923909664,2.829007863998413
211,9.999999747378752e-05,9.999999747378752e-05,0.004179196897894144,0.004178935196250677,3.7756662368774414
212,16.989538192749023,18.465789794921875,20.595008850097656,19.400253295898438,13.000292778015137
213,9.999999747378752e-05,9.999999747378752e-05,18.197053909301758,0.0037138687912374735,2.8683602809906006
214,9.999999747378752e-05,9.999999747378752e-05,0.0031787415500730276,0.0031787415500730276,1.5996946096420288
215,9.999999747378752e-05,31.07847023010254,0.0059966822154819965,0.0059966822154819965,20.076274871826172
216,9.999999747378752e-05,9.999999747378752e-05,17.553634643554688,17.556766510009766,2.1943418979644775
217,9.999999747378752e-05,9.999999747378752e-05,19.010353088378906,0.003972355276346207,2.7507412433624268
